pathway	SRS011271	SRS013216	SRS013234	SRS013252	SRS013261	SRS011405	SRS011452	SRS013502	SRS013506	SRS017304	SRS011529	SRS013638	SRS013687	SRS013705	SRS013711	SRS013723	SRS013825	SRS014271	SRS014287	SRS014235	SRS014343	SRS014613	SRS014629	SRS014923	SRS015133	SRS015174	SRS015190	SRS015395	SRS015425	SRS015450	SRS015470	SRS015574	SRS015578	SRS015663	SRS015762	SRS015782	SRS015854	SRS015921	SRS015960	SRS016002	SRS016018	SRS016056	SRS016095	SRS016111	SRS044902	SRS016203	SRS016225	SRS016267	SRS016319	SRS016331	SRS016335	SRS016437	SRS016517	SRS016529	SRS016533	SRS016541	SRS016553	SRS016559	SRS016600	SRS016753	SRS011584	SRS011586	SRS016990	SRS016954	SRS017076	SRS017080	SRS017088	SRS017103	SRS017127	SRS017139	SRS017191	SRS017209	SRS017215	SRS017227	SRS017307	SRS017497	SRS017521	SRS017533	SRS017537	SRS017701	SRS017713	SRS017788	SRS017821	SRS017849	SRS017851	SRS018133	SRS018145	SRS018149	SRS018157	SRS018313	SRS018394	SRS018427	SRS018439	SRS018443	SRS018501	SRS018513	SRS018585	SRS018591	SRS018739	SRS018769	SRS018791	SRS018817	SRS019081	SRS019087	SRS019245	SRS019267	SRS019582	SRS019685	SRS019787	SRS019894	SRS019906	SRS019910	SRS049959	SRS049389	SRS047219	SRS050422	SRS042643	SRS053335	SRS020233	SRS020261	SRS020263	SRS020386	SRS020869	SRS021484	SRS021496	SRS021986	SRS022006	SRS022093	SRS022129	SRS022609	SRS022621	SRS022625	SRS022645	SRS023176	SRS023212	SRS023557	SRS023617	SRS023914	SRS023926	SRS023930	SRS023938	SRS024265	SRS024277	SRS024281	SRS024289	SRS024301	SRS024310	SRS024331	SRS024347	SRS024355	SRS024388	SRS024424	SRS024470	SRS024482	SRS024580	SRS024596	SRS024598	SRS024625	SRS024637	SRS024649	SRS058182	SRS058770	SRS057692	SRS047634	SRS045197	SRS051600	SRS044742	SRS043411	SRS051031	SRS049164	SRS048870	SRS052697	SRS054590	SRS043701	SRS043422	SRS047113	SRS062427	SRS062544	SRS063287	SRS064493	SRS064276	SRS063417	SRS065179	SRS062540	SRS065310	SRS064557	SRS065278	SRS064809	SRS063603	SRS065347	SRS063985
ko00770	3865.0133	1898.16	985.45	2009.5	1438.1333	4759.1507	4851.712	3311.4667	1321.7667	4014.5107	3440.2933	2010.9487	1629.2533	1944.8493	1368.2973	2038.3993	2504.7333	6595.25	10023.0	3070.612	1352.8667	2916.7893	1899.0667	3212.3567	3613.2827	3023.7507	4094.0193	1982.7067	1621.7333	11517.0073	16493.4713	2358.5907	3044.1333	4195.802	3252.2333	4074.0893	4869.5	13260.3887	2371.9267	3628.1507	3135.2473	2200.434	2807.006	1631.6	2466.8	3197.31	2378.1333	2261.614	2991.4667	3264.3533	3102.192	2011.3333	1660.5527	3218.9833	2342.3333	2233.4667	1813.372	1477.8667	1455.3833	2468.7467	2870.3	6216.9787	2081.8333	2471.41	1293.7333	1734.1	1963.5	2712.8407	2851.6	2950.9	2545.904	2091.966	1102.8	1726.8327	1116.9733	1334.1333	3755.134	3842.6	2464.4333	2738.8	1584.7067	1841.6833	3044.266	1614.8533	1400.3333	2359.224	1325.7173	1680.9333	2089.9	2171.1	1833.7	2606.0333	2668.816	2333.6207	1795.6007	1627.1333	2459.5333	2904.35	3240.09	1125.3333	2028.75	2489.2213	11377.946	9609.3133	1657.0667	3666.5333	8482.684	4189.808	2026.508	2152.3833	2692.0333	3877.4733	2502.1933	2793.0993	7550.4093	10447.0193	14667.9393	5529.0333	2818.7607	2856.4467	3734.1	1741.068	2057.842	1893.76	1754.75	2425.8167	3211.7013	2094.81	2293.0673	4800.8207	3506.484	3701.7833	1830.2293	4317.3867	1404.4	1781.3333	3945.2167	1435.8633	2024.4	1438.4933	2136.9833	3935.2293	3398.2833	3688.7833	4530.7833	2116.778	1759.3333	2970.4267	2591.3153	2682.34	2457.7067	3202.6333	2382.1207	1839.4	1412.7833	1302.8	1359.0	2174.4193	1420.9667	1631.5333	1532.5833	2515.51	1597.534	1801.1507	11251.0273	2028.8667	1456.3793	3244.1333	3278.7807	5197.366	2390.3193	6433.904	5111.1547	2295.214	1728.5333	1697.6573	6555.4393	3208.6833	3051.5667	2964.8867	4933.512	1637.4333	1549.9333	2593.25	2262.9433	3595.2193	2739.6667	2127.92	2886.634	1505.3333	3451.5473
ko00780	3194.18	2584.764	730.1	1759.3	2226.2	5686.328	6115.136	2763.6	1077.15	2511.964	3206.66	2071.486	1439.528	2038.766	1247.654	1838.466	1306.9	5126.85	8630.46	3017.26	11.2	3032.314	2.4	1951.036	2733.542	2706.484	5105.098	1135.08	70.4	9785.794	13331.304	1957.28	3617.52	3392.434	3797.5	3730.378	4816.45	8673.018	2676.15	3501.734	3001.788	2822.538	3352.758	155.4	410.0	3417.164	3027.4	2401.188	2339.7	2067.466	4101.61	2839.8	1265.93	2881.65	1048.4	938.5	2267.396	2.0	790.6	3805.2	23.6	6249.176	2831.1	3007.564	1068.67	1081.71	1382.5	3407.538	2059.2	2791.3	2971.574	2591.316	1042.8	1771.116	1017.59	447.3	3914.076	3403.65	889.3	3648.8	1327.9	2047.95	3873.612	2212.72	2090.2	3167.802	1934.184	1290.0	2241.15	2415.7	1865.45	2597.1	3327.034	1134.8	1688.334	1641.4	2536.6	2008.7	2800.536	16.4	1644.8	2633.94	9655.502	8380.502	69.6	4902.0	7024.824	4026.472	1905.38	1824.85	2174.8	4822.08	1743.71	3679.166	5999.804	10080.502	11750.09	5575.458	2477.688	4275.04	5182.32	1863.434	2010.834	1992.264	2135.15	850.3	3471.634	1926.164	2744.934	4744.542	3549.584	2210.6	1885.83	6724.96	1762.04	1750.15	4001.05	1279.226	2212.6	1415.6	2402.85	4315.834	3753.65	1431.55	4222.25	2432.744	0.0	3724.55	1438.85	2539.086	2985.28	3247.0	1760.6	2508.4	1557.7	1979.4	2050.2	2806.012	922.6	1377.5	1921.65	2925.664	2167.434	1700.584	10206.214	2360.6	138.134	3310.92	3086.088	4888.78	2401.762	6759.154	7499.624	2831.238	1671.15	1891.97	7611.008	2473.85	1343.1	1137.46	4428.868	183.6	1593.8	1889.05	1992.93	5052.512	2505.65	1320.8	2795.934	0.0	2921.014
ko00785	1801.5	2043.0	635.5	1403.0	2166.5	4491.66	4669.0	2166.5	956.0	3219.335	2537.0	1056.37	1142.725	868.995	881.755	1842.665	1704.5	4446.125	4278.5	1769.73	28.0	2323.65	6.0	712.0	1559.67	1982.835	3960.0	1461.7	68.0	11937.615	16606.17	1829.33	2188.0	2717.295	2439.625	2019.08	3344.5	10362.07	2181.6	3166.71	3008.17	2251.87	2912.34	151.5	405.5	2248.0	2510.5	2158.17	1453.5	3032.25	3357.28	2135.0	665.0	2148.375	1636.5	1644.0	1893.995	2.0	1058.75	2462.8	12.0	4510.33	1844.0	2026.5	610.125	1191.875	1143.25	2199.77	2308.0	2672.0	2017.17	1699.665	900.5	1640.665	418.0	595.5	2641.42	2896.875	1628.25	2438.5	1415.0	1413.25	2580.13	2056.5	2033.5	2566.67	948.71	1231.5	2056.0	1856.0	1681.0	1527.5	2174.335	1595.415	923.005	1434.0	2561.0	1567.375	2021.375	15.0	1146.25	2039.27	11500.19	9602.29	53.0	3646.5	4629.66	3245.8	1811.33	1401.625	3005.5	3081.2	1796.375	2374.665	4304.675	4448.33	7184.27	3972.41	1639.97	4106.0	4843.0	1802.335	1277.57	1650.93	1117.0	1591.25	3937.585	1308.0	2702.335	2590.75	1861.335	2592.75	1760.17	4521.2	1805.0	1356.5	1913.0	764.125	1188.0	1338.5	2235.5	3151.95	2704.5	2366.375	4349.0	2605.33	0.0	2359.6	1886.29	2590.5	2498.0	3549.5	1707.915	2318.0	855.5	1919.5	1984.0	1971.58	1022.25	1337.25	1720.0	2488.0	1365.835	1384.835	10385.335	2569.75	359.67	2595.8	2177.67	3109.55	1754.83	4014.87	5369.4	1857.67	1341.125	1725.335	5999.34	1869.375	2377.75	2497.5	2986.83	179.0	1462.0	1820.625	1726.5	3616.83	1220.375	1604.5	2431.335	0.0	2034.51
ko00790	2722.9583	1962.6925	859.3333	1587.8333	1532.8333	4294.1358	4497.7242	2988.0417	1226.1875	3204.9442	3107.1667	1362.9542	1316.4883	1556.61	1200.3483	1666.3267	2245.9583	5691.7292	5875.4917	2212.5208	613.0	2343.97	691.1667	1352.6825	2136.63	2410.4942	3731.2208	1498.3833	835.5	9219.2742	12831.9658	1838.63	2332.4417	3006.6392	3126.9375	2647.8742	3738.7917	11181.9808	2200.0375	3101.3275	2763.2875	1985.425	2672.1092	671.9167	1354.0833	2440.3175	2408.6667	2266.1625	2211.5	2448.2483	2720.8208	1969.5833	922.4567	2991.9792	2028.4167	1668.7083	1809.5783	739.6667	1293.0	2389.8833	1035.2917	4612.15	1887.2083	2073.2342	1056.7458	1440.7625	1495.375	2412.8875	2618.0667	2534.5333	2158.6575	1776.0058	1024.3333	1459.935	850.3125	1100.5833	2943.9767	3552.4208	2103.2083	2606.0417	1274.9333	1678.4583	2658.3875	1595.1667	1453.6667	2330.5425	1390.8275	1642.0	1803.4583	1882.125	1567.4583	1833.6667	2415.4575	2051.9842	1690.1817	1533.9583	2376.3333	2212.8125	2616.0367	574.75	1717.875	2000.4375	8514.7725	7738.3433	625.25	3413.8333	5172.1292	3362.7892	1885.6158	1956.2083	2253.5167	3286.6417	1590.0208	2702.485	6024.2542	6648.8667	10949.5725	4203.9392	1941.8792	2926.6667	3640.4833	1695.7933	1450.2892	1516.4875	1618.6458	2076.4417	3636.6267	1456.2342	2349.3067	3431.0708	3202.3692	3385.5	1773.4475	4200.9833	1464.9833	1574.8125	3580.4792	1035.12	1780.4167	1668.8167	1924.6333	3263.395	3658.8542	3226.3542	4114.3708	2314.2525	879.6667	2558.6208	2331.2133	2299.3158	2368.0167	2717.5417	2233.4425	1824.3333	1204.3333	1368.3333	1429.3333	1928.7125	1251.5	1289.2333	1452.0208	2331.4425	1550.9317	1542.3733	9178.8608	2153.0833	682.335	2724.7167	2531.4958	3451.1733	1898.3167	4722.0658	4968.5092	1995.975	1616.25	1519.8058	5802.755	2732.0208	2603.375	2220.4917	3373.4733	684.7917	1621.5	2298.3542	1833.4875	3439.4208	2179.2708	1848.3833	2504.3317	741.0	2320.1208
ko00791	0.0	2.3929	0.0	0.0	0.0	0.0	72.7143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	459.7857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.1443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4358.3971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	212.8529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko00830	0.0	0.0	50.7778	82.1667	0.0	0.0	0.0	135.3889	90.4722	280.8872	0.0	0.0	0.0	42.1294	41.9817	83.7406	0.0	290.8056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.3983	0.0	115.5222	0.0	0.0	1226.0	93.5833	0.0	0.0	87.8333	0.0	0.0	896.1617	0.0	130.7594	0.0	0.0	0.0	0.0	0.0	0.0	62.3889	0.0	76.8333	143.5	0.0	0.0	0.0	103.5833	145.8333	143.5556	0.0	0.0	91.0556	0.0	0.0	0.0	0.0	0.0	59.1389	109.6389	85.5	0.0	0.0	162.1667	0.0	68.1572	42.8889	94.1572	0.0	211.3333	0.0	125.3611	0.0	0.0	0.0	74.1944	0.0	117.3889	0.0	0.0	20.565	62.1111	108.0833	0.0	105.25	0.0	86.1483	144.3333	38.8706	61.1944	0.0	68.0556	63.5556	0.0	29.8333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.75	154.7222	0.0	0.0	46.4072	220.3244	0.0	294.4389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0278	0.0	0.0	0.0	111.5928	0.0	86.2317	193.5556	0.0	0.0	0.0	0.0	63.25	0.0	49.0	38.9444	104.3611	0.0	63.9722	0.0	165.9167	0.0	0.0	0.0	151.75	148.4722	0.0	0.0	128.8889	137.7222	36.7222	0.0	0.0	0.0	36.7222	70.75	0.0	0.0	39.1483	63.3983	596.9428	85.5278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.1389	92.2039	0.0	100.6389	225.3889	202.1111	0.0	0.0	0.0	116.4722	110.1833	0.0	43.3056	116.5	96.4539	0.0	0.0
ko00860	1417.6226	688.5091	378.9623	1224.0943	1429.8113	1576.6164	1646.6372	1257.5377	374.7358	1746.4008	1197.8019	788.4958	586.0517	1104.9464	609.7706	1151.3634	528.3113	2729.0755	3952.683	1165.3143	54.434	1046.1777	74.4717	1427.3919	1300.23	1374.2517	1340.2255	663.8264	44.7547	4920.1451	6333.2677	1309.4147	1095.1585	1471.1357	1734.3821	1326.5213	1745.6509	3657.626	789.3425	1455.7281	923.9366	698.1545	1087.1387	158.2453	194.5094	1138.7119	1129.8962	875.9272	1448.8396	1511.6475	1324.653	619.6604	541.1683	1109.3868	406.5472	578.3774	1261.8475	1.3208	278.7264	824.6075	120.717	1935.8032	670.8491	795.6175	649.1283	631.9094	1104.8208	885.2649	653.0415	1549.1962	906.2766	1057.1162	319.5849	847.0294	383.5142	302.5189	1361.4632	1448.2868	329.434	868.6887	527.2981	1058.4057	987.0106	1340.6132	1316.6509	670.0589	791.6055	399.2264	988.217	821.3962	983.5755	1059.3113	1361.4685	402.5187	1004.9781	853.5	1024.6981	1337.1745	1663.0853	9.7925	972.1321	901.9121	4479.3226	4137.3038	105.9811	1147.1509	3590.2223	1473.2892	740.3498	923.6557	1182.3	1357.5415	965.9104	1532.6445	4352.4134	4163.7436	8300.7845	1925.1821	962.5819	2742.9717	3241.5717	916.1764	758.3404	616.0766	975.5472	287.6547	1492.0443	708.2402	1448.4404	1705.8264	1682.2328	788.8774	558.5291	1343.2264	911.5208	763.7642	2058.5377	479.34	1013.4528	436.3811	1139.9453	1218.2504	1450.8113	500.4906	2028.8736	1192.6321	0.0	983.6868	569.2545	1454.0089	722.1057	1645.3396	656.5658	1554.5283	684.3113	1260.4906	1300.5094	701.5115	522.3491	852.7698	1114.7736	727.7119	836.1762	892.6517	4954.7309	957.3396	55.0443	1136.7774	1079.3894	1925.4975	769.1247	2455.3483	1729.0534	841.6772	704.8585	836.9134	2213.3698	1568.7736	673.7736	903.3755	1818.7757	155.1698	573.9811	1010.8585	1168.8736	1165.8936	1447.0849	534.0453	1477.2272	3.3019	1168.3468
ko00900	2743.5167	1283.9383	805.0278	1569.6667	1536.8333	3282.6461	3308.9644	2613.4722	1000.3472	2831.9078	2805.0889	1548.42	1316.5739	1600.3033	1218.0689	1562.3644	1881.75	5410.0	7054.1222	2222.2406	1636.4444	2033.3733	2285.8889	2503.4367	2616.4572	2448.1272	2861.8867	1574.7333	2626.4444	8996.2622	12410.7978	1759.8356	2155.1889	3167.7783	2697.5972	3013.2756	3429.75	9343.1772	1687.1167	2890.9883	2236.7517	1512.735	2285.6794	1891.8889	2709.7778	2239.7022	1999.5	1474.7517	2327.5833	2422.5261	2786.1878	1354.2222	1253.3406	2490.7639	1727.6667	1672.6389	1685.6817	2462.3333	1144.3611	1711.2667	3402.1389	4550.0711	1481.1389	1703.0911	985.4611	1375.65	1438.1944	1965.41	2268.6778	2176.55	1789.2994	1699.8728	928.1667	1348.9506	855.8278	1384.5556	2618.5283	3295.9278	1854.6111	1842.5556	1249.4333	1605.6528	2161.3206	1546.45	1420.5278	1629.9817	1154.3772	1385.1667	1549.6806	1456.1944	1344.7639	1983.1111	2188.3061	1758.7017	1550.8078	1355.1389	2002.3333	2296.7917	2670.2006	1862.3333	1651.9722	1741.1483	8328.3578	7660.4033	1933.3333	2565.5	6427.1261	3048.0394	1358.3222	1744.4861	2058.8	2866.2333	2095.8111	2320.72	6004.745	7318.515	11756.5089	3857.1128	2134.0183	3098.3167	3947.0167	1477.585	1539.18	1353.8117	1484.0	1752.9	2865.6406	1538.3133	2138.5578	3589.5244	3038.6411	2862.6944	1336.9428	3039.6333	1330.6444	1425.8194	3439.0	1286.0978	1694.6111	1234.0889	1641.2694	2877.0844	2851.5694	2645.8889	3418.6278	1967.0478	2932.2222	2145.7694	2041.0906	1975.8967	1637.9778	2569.1667	1874.35	1854.3889	1149.7222	1368.5556	1403.5556	1524.3594	1303.3611	1208.7389	1447.9306	1737.0356	1371.3078	1394.5828	8553.6494	1749.75	2038.0572	2267.2778	2439.9183	3868.9822	1733.6372	4552.9289	3806.9617	1652.2794	1526.2639	1320.7517	4442.4017	2609.4722	2400.9444	2255.6611	3589.0667	1881.1389	1236.5556	2197.0278	1741.2333	2475.3594	2151.5833	1698.3	2250.3189	2470.0	2415.8428
ko00901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	292.0	11.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko00903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2053.9427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6648.2564	1961.9218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	243.2727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko00906	0.4706	0.0	0.4706	8.5882	44.5882	0.1371	0.0	29.4706	21.8824	68.2353	0.8235	0.0394	0.1176	15.7059	4.9412	16.5294	1.7059	73.8824	0.0	1.0	0.0	0.0	0.0	0.0	1.5882	39.3529	0.0	1.7647	0.5882	1043.6618	461.2941	12.2941	0.0	3.7453	32.5294	0.0	1.2647	104.0824	0.0	94.6471	0.0	0.0	0.5982	1.7059	0.0	0.0588	51.8824	0.0	12.5588	37.8824	0.0	0.0	0.0	1.4118	0.7647	4.3529	210.2941	0.0	5.9412	0.0	0.0	0.1959	0.0	0.0	2.9412	7.7647	4.2941	0.0	51.2353	55.0	0.0	60.8235	13.0588	39.2353	0.0	0.0	0.0	20.1765	2.8824	9.0588	53.2941	19.4706	0.0	112.2647	53.0294	0.0	4.4118	4.4706	31.5294	0.0	23.1765	0.0	69.8824	13.8235	7.6471	16.2059	189.5294	2.8235	13.0294	0.0	0.7059	2.7647	1563.2606	831.2759	1.1765	9.0588	3.0588	0.0	0.49	7.0	22.5294	1.4706	26.4706	28.5	13.7059	0.0	29.3235	1.0	0.0	42.8529	100.4412	203.0588	5.7453	0.0	18.8235	1.7059	149.2941	0.5882	135.4706	18.2353	38.5882	9.0	203.5294	4.8824	39.8235	36.6471	18.3235	0.0	25.2941	0.7647	38.7647	0.0	3.1765	0.0	21.4118	68.5588	0.0	0.0	19.8824	54.8235	0.0	361.5	13.7059	45.3529	46.9412	45.5882	60.5882	0.9412	1.2941	9.2353	155.8824	0.0	23.8235	14.7059	222.5882	11.4706	0.2941	0.0	0.0	0.0	0.1176	0.0	0.0	0.0	8.4412	25.3529	0.3924	36.6176	8.5294	26.8235	0.9018	7.5882	142.2941	4.1765	9.4706	0.9412	10.3824	20.6471	24.3529	0.0	0.2553
ko00908	1586.2	1065.52	423.6875	769.375	579.25	2397.665	2526.9175	1301.5	466.875	1309.73	1907.9	867.885	851.785	825.52	618.28	793.7825	867.4375	2770.6875	3913.675	1304.5725	740.75	1349.325	1029.25	1130.1675	1492.7525	1147.855	1996.9575	722.475	1173.25	3337.1125	5321.56	865.9275	1381.6	1923.875	1592.6875	1703.6575	2159.3125	4443.895	1165.175	1483.9175	1414.71	1064.185	1491.0025	832.25	1369.0	1426.5825	1142.875	1132.835	1149.875	1173.2075	1600.41	1073.75	638.5825	1138.625	756.25	701.125	645.915	1108.0	550.1875	1308.9	1536.4375	2785.4075	1050.875	1186.2075	507.975	604.3	699.0	1312.4475	1096.4	1100.675	1180.5025	843.0825	443.0	685.945	517.1	897.875	1711.7375	1675.025	837.125	1388.375	589.0375	858.6875	1519.19	591.675	539.375	1206.7925	652.0425	643.75	782.6875	1053.875	695.3125	1145.5	1161.8125	814.4575	911.2925	797.125	769.75	1284.875	1474.355	835.25	940.1875	1180.1775	3064.9475	2834.6975	862.5	1803.0	3385.0525	1878.485	960.2075	952.6875	973.925	1883.85	1079.525	1254.2075	3185.6475	4146.24	5932.275	2319.33	1183.235	1183.975	1524.975	560.7925	883.575	874.8825	799.25	801.775	1087.5425	883.4575	836.4175	2109.5175	1634.105	1372.6875	541.3175	2295.15	526.2	681.625	1817.25	738.8925	845.0	736.4	833.3875	1891.475	1544.875	1217.4375	1735.2875	738.7275	1319.5	1428.6125	988.895	997.88	1277.4	1043.125	917.3325	741.25	526.4375	516.0	527.25	1087.79	735.1875	611.1	552.5625	1219.2075	706.0425	765.13	4120.4175	674.375	917.9175	1446.65	1540.96	2270.795	1068.04	2845.2275	2551.2825	1071.585	892.3125	685.685	3226.8775	1466.125	987.125	898.55	2073.9175	830.3125	533.0	1150.9375	867.9875	1869.79	1109.75	791.8	1279.6925	1111.5	1529.505
ko00910	1412.252	914.0896	304.735	763.83	773.38	2007.7384	2034.3604	1256.08	506.315	1461.339	1324.304	772.303	631.8574	744.041	500.167	801.206	680.455	2355.225	3601.526	1169.271	349.72	1178.0448	495.04	1095.7004	1231.601	1149.729	1938.7824	576.014	589.96	4245.0356	6520.3404	904.8864	1316.942	1503.5102	1331.255	1429.841	1959.305	5025.702	1028.82	1459.864	1325.6814	1146.1214	1159.962	459.1	595.78	1267.2396	1024.33	1034.2214	1072.15	1280.8058	1157.226	884.16	585.946	1202.87	616.22	695.21	843.2064	532.28	410.655	1143.74	736.46	2373.6486	921.41	1035.5996	415.63	577.462	684.84	1221.9664	830.972	1111.21	1073.0418	909.766	475.04	735.166	431.256	327.08	1449.9316	1441.602	547.33	1092.6	636.835	789.205	1250.2286	775.098	713.75	1031.781	573.394	606.76	881.5	939.23	716.02	1027.92	1089.2386	581.6796	667.684	662.93	983.94	1002.96	1144.4954	406.98	677.935	1058.689	5539.423	3546.4326	440.1	1617.52	3123.1342	1614.4316	849.9794	824.615	1076.164	1681.066	890.184	1192.536	2504.5208	3842.6326	5164.741	2205.4806	1038.6314	1494.306	1837.97	727.2274	789.9602	851.2062	725.9	529.277	1384.3374	755.5296	1043.314	1922.7002	1382.329	1069.475	675.825	1986.036	631.596	699.31	1546.53	523.2664	817.04	604.932	910.295	1465.6628	1473.17	817.775	1970.103	924.5684	0.0	1326.045	737.5446	1047.3554	1024.988	1386.86	743.0896	894.5	573.215	683.22	710.94	959.5086	488.375	626.868	696.785	1026.7896	709.204	733.921	4707.139	876.3	449.5874	1383.176	1283.3614	2128.991	925.9686	2455.1958	2307.9676	952.1014	740.94	721.6224	2668.972	1148.47	822.17	1030.974	1816.2574	459.82	597.04	832.595	865.795	1621.9186	1026.4	693.684	1173.579	0.0	1206.8386
